calories,carbs,category,fat,nutrition,protein,rating,reviewCount,source,title,url,ingredients,ingredients_normalized,ingredients_canonical
429,31,"Breakfast, Brunch",20,"{'@type': 'NutritionInformation', 'calories': '429 calories', 'fatContent': '20 grams fat', 'saturatedFatContent': '4 grams saturated fat', 'carbohydrateContent': '31 grams carbohydrates', 'sugarContent': '4 grams sugar', 'fiberContent': '6 grams fiber', 'proteinContent': '28 grams protein', 'sodiumContent': '0.55 milligram of sodium'}",28,0.1,0.1,bbcgoodfood,Breakfast egg wraps,https://www.bbcgoodfood.com/recipes/breakfast-egg-wraps,,,
207,21,Afternoon tea,12,"{'@type': 'NutritionInformation', 'calories': '207 calories', 'fatContent': '12 grams fat', 'saturatedFatContent': '5 grams saturated fat', 'carbohydrateContent': '21 grams carbohydrates', 'sugarContent': '17 grams sugar', 'fiberContent': '1 grams fiber', 'proteinContent': '3 grams protein', 'sodiumContent': '0.2 milligram of sodium'}",3,0.1,0.1,bbcgoodfood,Blackberry & apple mallow traybake,https://www.bbcgoodfood.com/recipes/blackberry-apple-mallow-traybake,,,
225,7,"Breakfast, Brunch",14,"{'@type': 'NutritionInformation', 'calories': '225 calories', 'fatContent': '14 grams fat', 'saturatedFatContent': '1.3 grams saturated fat', 'carbohydrateContent': '7 grams carbohydrates', 'sugarContent': '4 grams sugar', 'fiberContent': '3 grams fiber', 'proteinContent': '15 grams protein', 'sodiumContent': '0.1 milligram of sodium'}",15,0.1,0.1,bbcgoodfood,Tofu scramble,https://www.bbcgoodfood.com/recipes/tofu-scramble,,,
594,71,Dessert,34,"{'@type': 'NutritionInformation', 'calories': '594 calories', 'fatContent': '34 grams fat', 'saturatedFatContent': '7 grams saturated fat', 'carbohydrateContent': '71 grams carbohydrates', 'sugarContent': '45 grams sugar', 'fiberContent': '3 grams fiber', 'proteinContent': '7 grams protein', 'sodiumContent': '0.78 milligram of sodium'}",7,0.1,0.1,bbcgoodfood,Beetroot & chocolate cake,https://www.bbcgoodfood.com/recipes/beetroot-chocolate-cake,,,
445,33,"Afternoon tea, Dessert, Treat",34,"{'@type': 'NutritionInformation', 'calories': '445 calories', 'fatContent': '34 grams fat', 'saturatedFatContent': '20 grams saturated fat', 'carbohydrateContent': '33 grams carbohydrates', 'sugarContent': '26 grams sugar', 'fiberContent': '1 grams fiber', 'proteinContent': '4 grams protein', 'sodiumContent': '0.3 milligram of sodium'}",4,0.1,0.1,bbcgoodfood,Dark & white chocolate cardamom swirl tart,https://www.bbcgoodfood.com/recipes/dark-white-chocolate-cardamom-swirl-tart,,,
724,101,"Afternoon tea, Dessert, Treat",31,"{'@type': 'NutritionInformation', 'calories': '724 calories', 'fatContent': '31 grams fat', 'saturatedFatContent': '11 grams saturated fat', 'carbohydrateContent': '101 grams carbohydrates', 'sugarContent': '89 grams sugar', 'fiberContent': '1 grams fiber', 'proteinContent': '10 grams protein', 'sodiumContent': '0.6 milligram of sodium'}",10,0.1,0.1,bbcgoodfood,Simnel battenberg cake,https://www.bbcgoodfood.com/recipes/simnel-battenberg-cake,,,
548,68,"Afternoon tea, Dessert, Treat",27,"{'@type': 'NutritionInformation', 'calories': '548 calories', 'fatContent': '27 grams fat', 'saturatedFatContent': '12 grams saturated fat', 'carbohydrateContent': '68 grams carbohydrates', 'sugarContent': '47 grams sugar', 'fiberContent': '3 grams fiber', 'proteinContent': '7 grams protein', 'sodiumContent': '0.6 milligram of sodium'}",7,0.1,0.1,bbcgoodfood,Brooklyn blackout cake,https://www.bbcgoodfood.com/recipes/brooklyn-blackout-cake,,,
608,90,"Dessert, Treat",24,"{'@type': 'NutritionInformation', 'calories': '608 calories', 'fatContent': '24 grams fat', 'saturatedFatContent': '14 grams saturated fat', 'carbohydrateContent': '90 grams carbohydrates', 'sugarContent': '55 grams sugar', 'fiberContent': '5 grams fiber', 'proteinContent': '6 grams protein', 'sodiumContent': '0.6 milligram of sodium'}",6,0.1,0.1,bbcgoodfood,The best apple crumble,https://www.bbcgoodfood.com/recipes/best-apple-crumble,,,
152,8,"Breakfast, Brunch",11,"{'@type': 'NutritionInformation', 'calories': '152 calories', 'fatContent': '11 grams fat', 'saturatedFatContent': '2 grams saturated fat', 'carbohydrateContent': '8 grams carbohydrates', 'sugarContent': '3 grams sugar', 'fiberContent': '2 grams fiber', 'proteinContent': '4 grams protein', 'sodiumContent': '0.1 milligram of sodium'}",4,0.1,0.1,bbcgoodfood,Kale smoothie,https://www.bbcgoodfood.com/recipes/kale-smoothie,,,
262,21,Drink,16,"{'@type': 'NutritionInformation', 'calories': '262 calories', 'fatContent': '16 grams fat', 'saturatedFatContent': '4 grams saturated fat', 'carbohydrateContent': '21 grams carbohydrates', 'sugarContent': '14 grams sugar', 'fiberContent': '9 grams fiber', 'proteinContent': '8 grams protein', 'sodiumContent': '1.1 milligram of sodium'}",8,0.1,0.1,bbcgoodfood,Avocado smoothie,https://www.bbcgoodfood.com/recipes/bone-builder-smoothie,,,
160,23,"Breakfast, Drink",4,"{'@type': 'NutritionInformation', 'calories': '160 calories', 'fatContent': '4 grams fat', 'saturatedFatContent': '1 grams saturated fat', 'carbohydrateContent': '23 grams carbohydrates', 'sugarContent': '14 grams sugar', 'fiberContent': '2 grams fiber', 'proteinContent': '7 grams protein', 'sodiumContent': '0.01 milligram of sodium'}",7,0.1,0.1,bbcgoodfood,Blueberry & banana power smoothie,https://www.bbcgoodfood.com/recipes/blueberry-banana-power-smoothie,,,
463,55,Breakfast,20,"{'@type': 'NutritionInformation', 'calories': '463 calories', 'fatContent': '20 grams fat', 'saturatedFatContent': '6 grams saturated fat', 'carbohydrateContent': '55 grams carbohydrates', 'sugarContent': '45 grams sugar', 'fiberContent': '7 grams fiber', 'proteinContent': '11 grams protein', 'sodiumContent': '0.2 milligram of sodium'}",11,0.1,0.1,bbcgoodfood,Green goddess smoothie bowl,https://www.bbcgoodfood.com/recipes/green-goddess-smoothie-bowl,,,
149,14,"Snack, Starter",9,"{'@type': 'NutritionInformation', 'calories': '149 calories', 'fatContent': '9 grams fat', 'saturatedFatContent': '1 grams saturated fat', 'carbohydrateContent': '14 grams carbohydrates', 'sugarContent': '7 grams sugar', 'fiberContent': '3 grams fiber', 'proteinContent': '2 grams protein', 'sodiumContent': '0.1 milligram of sodium'}",2,0.1,0.1,bbcgoodfood,Spicy sweet potato hummus,https://www.bbcgoodfood.com/recipes/spicy-sweet-potato-hummus,,,
21,4,Condiment,1,"{'@type': 'NutritionInformation', 'calories': '21 calories', 'fatContent': '1 grams fat', 'carbohydrateContent': '4 grams carbohydrates', 'sugarContent': '3 grams sugar', 'fiberContent': '0.3 grams fiber', 'proteinContent': '1 grams protein', 'sodiumContent': '0.01 milligram of sodium'}",1,0.1,0.1,bbcgoodfood,Runner bean chutney,https://www.bbcgoodfood.com/recipes/runner-bean-chutney,,,
123,12,Side dish,6,"{'@type': 'NutritionInformation', 'calories': '123 calories', 'fatContent': '6 grams fat', 'saturatedFatContent': '1 grams saturated fat', 'carbohydrateContent': '12 grams carbohydrates', 'sugarContent': '4 grams sugar', 'fiberContent': '5 grams fiber', 'proteinContent': '4 grams protein'}",4,0.1,0.1,bbcgoodfood,Chickpea salad,https://www.bbcgoodfood.com/recipes/no-cook-chickpea-salad,,,
241,25,"Drink, Treat",10,"{'@type': 'NutritionInformation', 'calories': '241 calories', 'fatContent': '10 grams fat', 'saturatedFatContent': '5 grams saturated fat', 'carbohydrateContent': '25 grams carbohydrates', 'sugarContent': '23 grams sugar', 'fiberContent': '2 grams fiber', 'proteinContent': '13 grams protein', 'sodiumContent': '0.37 milligram of sodium'}",13,0.1,0.1,bbcgoodfood,Spiced hot choc,https://www.bbcgoodfood.com/recipes/spiced-hot-choc,,,
628,66,"Afternoon tea, Dessert, Treat",39,"{'@type': 'NutritionInformation', 'calories': '628 calories', 'fatContent': '39 grams fat', 'saturatedFatContent': '16 grams saturated fat', 'carbohydrateContent': '66 grams carbohydrates', 'sugarContent': '33 grams sugar', 'fiberContent': '3 grams fiber', 'proteinContent': '7 grams protein', 'sodiumContent': '0.51 milligram of sodium'}",7,0.1,0.1,bbcgoodfood,"Butternut, maple & pecan lattice pie",https://www.bbcgoodfood.com/recipes/butternut-maple-pecan-lattice-pie,,,
717,68,"Breakfast, Brunch, Treat",43,"{'@type': 'NutritionInformation', 'calories': '717 calories', 'fatContent': '43 grams fat', 'saturatedFatContent': '21 grams saturated fat', 'carbohydrateContent': '68 grams carbohydrates', 'sugarContent': '31 grams sugar', 'fiberContent': '4 grams fiber', 'proteinContent': '12 grams protein', 'sodiumContent': '2.6 milligram of sodium'}",12,0.1,0.1,bbcgoodfood,Pumpkin pancakes with salted pecan butterscotch,https://www.bbcgoodfood.com/recipes/pumpkin-pancakes-salted-pecan-butterscotch,,,
396,32,Dessert,25,"{'@type': 'NutritionInformation', 'calories': '396 calories', 'fatContent': '25 grams fat', 'saturatedFatContent': '14 grams saturated fat', 'carbohydrateContent': '32 grams carbohydrates', 'sugarContent': '20 grams sugar', 'fiberContent': '2 grams fiber', 'proteinContent': '9 grams protein', 'sodiumContent': '0.87 milligram of sodium'}",9,0.1,0.1,bbcgoodfood,Pumpkin cheesecake,https://www.bbcgoodfood.com/recipes/pumpkin-cheesecake,,,
13,3,Condiment,0.1,"{'@type': 'NutritionInformation', 'calories': '13 calories', 'fatContent': '0.1 grams fat', 'carbohydrateContent': '3 grams carbohydrates', 'sugarContent': '2 grams sugar', 'fiberContent': '0.2 grams fiber', 'proteinContent': '0.2 grams protein', 'sodiumContent': '0.3 milligram of sodium'}",0.2,0.1,0.1,bbcgoodfood,Pumpkin pickle,https://www.bbcgoodfood.com/recipes/pumpkin-pickle,,,
196,13.8,Drink,0.1,"{'@type': 'NutritionInformation', 'calories': '196 calories', 'fatContent': '0.1 grams fat', 'carbohydrateContent': '13.8 grams carbohydrates', 'sugarContent': '13.6 grams sugar', 'fiberContent': '0.2 grams fiber', 'proteinContent': '0.3 grams protein', 'sodiumContent': '0.03 milligram of sodium'}",0.3,0.1,0.1,bbcgoodfood,Classic mulled wine,https://www.bbcgoodfood.com/recipes/mulled-wine,,,
499,55,"Afternoon tea, Dessert, Treat",27,"{'@type': 'NutritionInformation', 'calories': '499 calories', 'fatContent': '27 grams fat', 'saturatedFatContent': '14 grams saturated fat', 'carbohydrateContent': '55 grams carbohydrates', 'sugarContent': '40 grams sugar', 'fiberContent': '2 grams fiber', 'proteinContent': '8 grams protein', 'sodiumContent': '0.6 milligram of sodium'}",8,0.1,0.1,bbcgoodfood,Best ever pumpkin pie with stem ginger cream,https://www.bbcgoodfood.com/recipes/best-ever-pumpkin-pie-stem-ginger-cream,,,
595,33,Dessert,51,"{'@type': 'NutritionInformation', 'calories': '595 calories', 'fatContent': '51 grams fat', 'saturatedFatContent': '30 grams saturated fat', 'carbohydrateContent': '33 grams carbohydrates', 'sugarContent': '32 grams sugar', 'proteinContent': '3 grams protein', 'sodiumContent': '0.21 milligram of sodium'}",3,0.1,0.1,bbcgoodfood,After-dinner mint cream,https://www.bbcgoodfood.com/recipes/after-dinner-mint-cream,,,
432,26,Drink,31,"{'@type': 'NutritionInformation', 'calories': '432 calories', 'fatContent': '31 grams fat', 'saturatedFatContent': '18 grams saturated fat', 'carbohydrateContent': '26 grams carbohydrates', 'sugarContent': '25 grams sugar', 'fiberContent': '1 grams fiber', 'proteinContent': '5 grams protein', 'sodiumContent': '0.1 milligram of sodium'}",5,0.1,0.1,bbcgoodfood,Chocolate eggnog,https://www.bbcgoodfood.com/recipes/chocolate-eggnog,,,
256,36,"Cocktails, Drink",1,"{'@type': 'NutritionInformation', 'calories': '256 calories', 'fatContent': '1 grams fat', 'carbohydrateContent': '36 grams carbohydrates', 'sugarContent': '36 grams sugar', 'proteinContent': '1 grams protein'}",1,0.1,0.1,bbcgoodfood,Mince pie martini,https://www.bbcgoodfood.com/recipes/mince-pie-martini,,,
335,43,"Cocktails, Drink, Treat",10,"{'@type': 'NutritionInformation', 'calories': '335 calories', 'fatContent': '10 grams fat', 'saturatedFatContent': '5 grams saturated fat', 'carbohydrateContent': '43 grams carbohydrates', 'sugarContent': '43 grams sugar', 'proteinContent': '7 grams protein', 'sodiumContent': '0.3 milligram of sodium'}",7,0.1,0.1,bbcgoodfood,How to make eggnog,https://www.bbcgoodfood.com/recipes/eggnog,,,
311,5,"Cocktails, Drink",17,"{'@type': 'NutritionInformation', 'calories': '311 calories', 'fatContent': '17 grams fat', 'saturatedFatContent': '15 grams saturated fat', 'carbohydrateContent': '5 grams carbohydrates', 'sugarContent': '4 grams sugar', 'proteinContent': '1 grams protein', 'sodiumContent': '0.1 milligram of sodium'}",1,0.1,0.1,bbcgoodfood,Coconut & vanilla milk bottle cocktail,https://www.bbcgoodfood.com/recipes/white-christmas-cocktail,,,
346,54,"Buffet, Dessert",13,"{'@type': 'NutritionInformation', 'calories': '346 calories', 'fatContent': '13 grams fat', 'saturatedFatContent': '7 grams saturated fat', 'carbohydrateContent': '54 grams carbohydrates', 'sugarContent': '40 grams sugar', 'fiberContent': '1.2 grams fiber', 'proteinContent': '4 grams protein', 'sodiumContent': '0.7 milligram of sodium'}",4,0.1,0.1,bbcgoodfood,Leftover veg & orange cake,https://www.bbcgoodfood.com/recipes/leftover-veg-orange-cake,,,
553,39,Dessert,36,"{'@type': 'NutritionInformation', 'calories': '553 calories', 'fatContent': '36 grams fat', 'saturatedFatContent': '23 grams saturated fat', 'carbohydrateContent': '39 grams carbohydrates', 'sugarContent': '30 grams sugar', 'fiberContent': '1 grams fiber', 'proteinContent': '6 grams protein', 'sodiumContent': '0.2 milligram of sodium'}",6,0.1,0.1,bbcgoodfood,Beer tiramisu,https://www.bbcgoodfood.com/recipes/beer-tiramisu,,,
609,75,"Afternoon tea, Dessert",29,"{'@type': 'NutritionInformation', 'calories': '609 calories', 'fatContent': '29 grams fat', 'saturatedFatContent': '18 grams saturated fat', 'carbohydrateContent': '75 grams carbohydrates', 'sugarContent': '61 grams sugar', 'fiberContent': '1 grams fiber', 'proteinContent': '5 grams protein', 'sodiumContent': '0.6 milligram of sodium'}",5,0.1,0.1,bbcgoodfood,Mojito cake,https://www.bbcgoodfood.com/recipes/mojito-cake,,,
477,44,Dessert,27,"{'@type': 'NutritionInformation', 'calories': '477 calories', 'fatContent': '27 grams fat', 'saturatedFatContent': '15 grams saturated fat', 'carbohydrateContent': '44 grams carbohydrates', 'sugarContent': '44 grams sugar', 'fiberContent': '3 grams fiber', 'proteinContent': '4 grams protein', 'sodiumContent': '0.1 milligram of sodium'}",4,0.1,0.1,bbcgoodfood,Roast pear & sherry ice cream,https://www.bbcgoodfood.com/recipes/roast-pear-sherry-ice-cream,,,
609,61,Dessert,36,"{'@type': 'NutritionInformation', 'calories': '609 calories', 'fatContent': '36 grams fat', 'saturatedFatContent': '10 grams saturated fat', 'carbohydrateContent': '61 grams carbohydrates', 'sugarContent': '32 grams sugar', 'fiberContent': '6 grams fiber', 'proteinContent': '12 grams protein', 'sodiumContent': '0.7 milligram of sodium'}",12,0.1,0.1,bbcgoodfood,Pumpkin & pecan strudel,https://www.bbcgoodfood.com/recipes/pumpkin-pecan-strudel,,,
443,17,Side dish,37,"{'@type': 'NutritionInformation', 'calories': '443 calories', 'fatContent': '37 grams fat', 'saturatedFatContent': '21 grams saturated fat', 'carbohydrateContent': '17 grams carbohydrates', 'sugarContent': '11 grams sugar', 'fiberContent': '4 grams fiber', 'proteinContent': '9 grams protein', 'sodiumContent': '0.7 milligram of sodium'}",9,0.1,0.1,bbcgoodfood,"Squash, mustard & gruyère gratin",https://www.bbcgoodfood.com/recipes/squash-mustard-gruyere-gratin,,,
328,30,Dessert,22,"{'@type': 'NutritionInformation', 'calories': '328 calories', 'fatContent': '22 grams fat', 'saturatedFatContent': '13 grams saturated fat', 'carbohydrateContent': '30 grams carbohydrates', 'sugarContent': '21 grams sugar', 'fiberContent': '1 grams fiber', 'proteinContent': '3 grams protein', 'sodiumContent': '0.61 milligram of sodium'}",3,0.1,0.1,bbcgoodfood,Pumpkin spice cupcakes,https://www.bbcgoodfood.com/recipes/pumpkin-spice-cupcakes,,,
587,52,"Dessert, Treat",41,"{'@type': 'NutritionInformation', 'calories': '587 calories', 'fatContent': '41 grams fat', 'saturatedFatContent': '21 grams saturated fat', 'carbohydrateContent': '52 grams carbohydrates', 'sugarContent': '36 grams sugar', 'fiberContent': '2 grams fiber', 'proteinContent': '5 grams protein', 'sodiumContent': '0.59 milligram of sodium'}",5,0.1,0.1,bbcgoodfood,Black velvet baby cakes,https://www.bbcgoodfood.com/recipes/black-velvet-baby-cakes,,,
527,70,Dessert,23,"{'@type': 'NutritionInformation', 'calories': '527 calories', 'fatContent': '23 grams fat', 'saturatedFatContent': '9 grams saturated fat', 'carbohydrateContent': '70 grams carbohydrates', 'sugarContent': '58 grams sugar', 'fiberContent': '3 grams fiber', 'proteinContent': '7 grams protein', 'sodiumContent': '0.4 milligram of sodium'}",7,0.1,0.1,bbcgoodfood,"Guinness, treacle & ginger pudding",https://www.bbcgoodfood.com/recipes/guinness-treacle-ginger-pudding,,,
469,85,"Dessert, Treat",13,"{'@type': 'NutritionInformation', 'calories': '469 calories', 'fatContent': '13 grams fat', 'saturatedFatContent': '7 grams saturated fat', 'carbohydrateContent': '85 grams carbohydrates', 'sugarContent': '70 grams sugar', 'fiberContent': '3 grams fiber', 'proteinContent': '6 grams protein', 'sodiumContent': '0.66 milligram of sodium'}",6,0.1,0.1,bbcgoodfood,Irish stout pudding with whiskey cream,https://www.bbcgoodfood.com/recipes/guinness-pudding-whisky-cream,,,
391,61,Dessert,11,"{'@type': 'NutritionInformation', 'calories': '391 calories', 'fatContent': '11 grams fat', 'saturatedFatContent': '7 grams saturated fat', 'carbohydrateContent': '61 grams carbohydrates', 'sugarContent': '34 grams sugar', 'fiberContent': '3 grams fiber', 'proteinContent': '8 grams protein', 'sodiumContent': '0.2 milligram of sodium'}",8,0.1,0.1,bbcgoodfood,Arroz con leche with strawberries in sherry,https://www.bbcgoodfood.com/recipes/arroz-con-leche-strawberries-sherry,,,
400,27,Dessert,29,"{'@type': 'NutritionInformation', 'calories': '400 calories', 'fatContent': '29 grams fat', 'saturatedFatContent': '18 grams saturated fat', 'carbohydrateContent': '27 grams carbohydrates', 'sugarContent': '11 grams sugar', 'fiberContent': '1 grams fiber', 'proteinContent': '6 grams protein', 'sodiumContent': '0.3 milligram of sodium'}",6,0.1,0.1,bbcgoodfood,"Sherry, almond & orange pandoro",https://www.bbcgoodfood.com/recipes/sherry-almond-orange-pandoro,,,
729,41,Dessert,56,"{'@type': 'NutritionInformation', 'calories': '729 calories', 'fatContent': '56 grams fat', 'saturatedFatContent': '33 grams saturated fat', 'carbohydrateContent': '41 grams carbohydrates', 'sugarContent': '35 grams sugar', 'fiberContent': '5 grams fiber', 'proteinContent': '10 grams protein', 'sodiumContent': '0.2 milligram of sodium'}",10,0.1,0.1,bbcgoodfood,Guinness chocolate puddings,https://www.bbcgoodfood.com/recipes/guinness-chocolate-puddings,,,
484,49,"Breakfast, Brunch, Dessert, Treat",24,"{'@type': 'NutritionInformation', 'calories': '484 calories', 'fatContent': '24 grams fat', 'saturatedFatContent': '12 grams saturated fat', 'carbohydrateContent': '49 grams carbohydrates', 'sugarContent': '21 grams sugar', 'fiberContent': '1 grams fiber', 'proteinContent': '10 grams protein', 'sodiumContent': '1.1 milligram of sodium'}",10,0.1,0.1,bbcgoodfood,Torrijas with sherry,https://www.bbcgoodfood.com/recipes/torrijas-sherry,,,
676,69,Dessert,39,"{'@type': 'NutritionInformation', 'calories': '676 calories', 'fatContent': '39 grams fat', 'saturatedFatContent': '19 grams saturated fat', 'carbohydrateContent': '69 grams carbohydrates', 'sugarContent': '56 grams sugar', 'fiberContent': '5 grams fiber', 'proteinContent': '9 grams protein', 'sodiumContent': '0.8 milligram of sodium'}",9,0.1,0.1,bbcgoodfood,"Steamed chocolate, stout & prune pudding",https://www.bbcgoodfood.com/recipes/steamed-chocolate-stout-prune-pudding,,,
183,1,"Dessert, Treat",19,"{'@type': 'NutritionInformation', 'calories': '183 calories', 'fatContent': '19 grams fat', 'saturatedFatContent': '11 grams saturated fat', 'carbohydrateContent': '1 grams carbohydrates', 'sugarContent': '1 grams sugar', 'proteinContent': '1 grams protein', 'sodiumContent': '0.02 milligram of sodium'}",1,0.1,0.1,bbcgoodfood,Whiskey cream,https://www.bbcgoodfood.com/recipes/whisky-cream,,,
581,78,Dessert,26,"{'@type': 'NutritionInformation', 'calories': '581 calories', 'fatContent': '26 grams fat', 'saturatedFatContent': '14 grams saturated fat', 'carbohydrateContent': '78 grams carbohydrates', 'sugarContent': '60 grams sugar', 'fiberContent': '3 grams fiber', 'proteinContent': '13 grams protein', 'sodiumContent': '0.77 milligram of sodium'}",13,0.1,0.1,bbcgoodfood,Classic sherry trifle,https://www.bbcgoodfood.com/recipes/classic-trifle,,,
340,25,Side dish,16,"{'@type': 'NutritionInformation', 'calories': '340 calories', 'fatContent': '16 grams fat', 'saturatedFatContent': '6 grams saturated fat', 'carbohydrateContent': '25 grams carbohydrates', 'sugarContent': '2 grams sugar', 'fiberContent': '7 grams fiber', 'proteinContent': '18 grams protein', 'sodiumContent': '0.4 milligram of sodium'}",18,0.1,0.1,bbcgoodfood,Beer-braised lentils,https://www.bbcgoodfood.com/recipes/beer-braised-lentils,,,
773,48,Dessert,60,"{'@type': 'NutritionInformation', 'calories': '773 calories', 'fatContent': '60 grams fat', 'saturatedFatContent': '36 grams saturated fat', 'carbohydrateContent': '48 grams carbohydrates', 'sugarContent': '37 grams sugar', 'fiberContent': '1 grams fiber', 'proteinContent': '5 grams protein', 'sodiumContent': '0.4 milligram of sodium'}",5,0.1,0.1,bbcgoodfood,Next level sherry trifle,https://www.bbcgoodfood.com/recipes/next-level-sherry-trifle,,,
126,22,Afternoon tea,2,"{'@type': 'NutritionInformation', 'calories': '126 calories', 'fatContent': '2 grams fat', 'saturatedFatContent': '1 grams saturated fat', 'carbohydrateContent': '22 grams carbohydrates', 'sugarContent': '7 grams sugar', 'fiberContent': '2 grams fiber', 'proteinContent': '3 grams protein', 'sodiumContent': '0.5 milligram of sodium'}",3,0.1,0.1,bbcgoodfood,Stout & apple wheaten bread,https://www.bbcgoodfood.com/recipes/stout-apple-wheaten-bread,,,
287,12,Side dish,16,"{'@type': 'NutritionInformation', 'calories': '287 calories', 'fatContent': '16 grams fat', 'saturatedFatContent': '7 grams saturated fat', 'carbohydrateContent': '12 grams carbohydrates', 'sugarContent': '10 grams sugar', 'fiberContent': '8 grams fiber', 'proteinContent': '9 grams protein', 'sodiumContent': '0.4 milligram of sodium'}",9,0.1,0.1,bbcgoodfood,Sherry & orange caramelised fennel with goat’s curd,https://www.bbcgoodfood.com/recipes/sherry-orange-caramelised-fennel-goats-curd,,,
499,53,"Afternoon tea, Dessert, Treat",26,"{'@type': 'NutritionInformation', 'calories': '499 calories', 'fatContent': '26 grams fat', 'saturatedFatContent': '13 grams saturated fat', 'carbohydrateContent': '53 grams carbohydrates', 'sugarContent': '35 grams sugar', 'fiberContent': '2 grams fiber', 'proteinContent': '7 grams protein', 'sodiumContent': '0.8 milligram of sodium'}",7,0.1,0.1,bbcgoodfood,Sangria cake,https://www.bbcgoodfood.com/recipes/sangria-cake,,,
290,41,Dessert,11,"{'@type': 'NutritionInformation', 'calories': '290 calories', 'fatContent': '11 grams fat', 'saturatedFatContent': '7 grams saturated fat', 'carbohydrateContent': '41 grams carbohydrates', 'sugarContent': '25 grams sugar', 'fiberContent': '6 grams fiber', 'proteinContent': '3 grams protein', 'sodiumContent': '0.2 milligram of sodium'}",3,0.1,0.1,bbcgoodfood,Strawberry & elderflower cobbler,https://www.bbcgoodfood.com/recipes/strawberry-elderflower-cobbler,,,
368,74,Dessert,3,"{'@type': 'NutritionInformation', 'calories': '368 calories', 'fatContent': '3 grams fat', 'saturatedFatContent': '1 grams saturated fat', 'carbohydrateContent': '74 grams carbohydrates', 'sugarContent': '45 grams sugar', 'fiberContent': '7 grams fiber', 'proteinContent': '9 grams protein', 'sodiumContent': '0.9 milligram of sodium'}",9,0.1,0.1,bbcgoodfood,Summer pudding with elderflower,https://www.bbcgoodfood.com/recipes/summer-pudding-elderflower,,,
625,52,"Afternoon tea, Dessert, Treat",44,"{'@type': 'NutritionInformation', 'calories': '625 calories', 'fatContent': '44 grams fat', 'saturatedFatContent': '25 grams saturated fat', 'carbohydrateContent': '52 grams carbohydrates', 'sugarContent': '41 grams sugar', 'fiberContent': '2 grams fiber', 'proteinContent': '4 grams protein', 'sodiumContent': '0.3 milligram of sodium'}",4,0.1,0.1,bbcgoodfood,Strawberry & elderflower gateau,https://www.bbcgoodfood.com/recipes/strawberry-elderflower-gateau,,,
530,53,Dessert,28,"{'@type': 'NutritionInformation', 'calories': '530 calories', 'fatContent': '28 grams fat', 'saturatedFatContent': '18 grams saturated fat', 'carbohydrateContent': '53 grams carbohydrates', 'sugarContent': '52 grams sugar', 'fiberContent': '1 grams fiber', 'proteinContent': '6 grams protein', 'sodiumContent': '0.1 milligram of sodium'}",6,0.1,0.1,bbcgoodfood,Strawberry jellies with elderflower ice cream,https://www.bbcgoodfood.com/recipes/strawberry-jellies-elderflower-ice-cream,,,
205,12,Side dish,17,"{'@type': 'NutritionInformation', 'calories': '205 calories', 'fatContent': '17 grams fat', 'saturatedFatContent': '6 grams saturated fat', 'carbohydrateContent': '12 grams carbohydrates', 'sugarContent': '12 grams sugar', 'fiberContent': '1 grams fiber', 'proteinContent': '1 grams protein', 'sodiumContent': '0.1 milligram of sodium'}",1,0.1,0.1,bbcgoodfood,Salad of melon & tomatoes with mint & elderflower dressing,https://www.bbcgoodfood.com/recipes/salad-melon-tomatoes-mint-elderflower-dressing,,,
415,44,Dessert,24,"{'@type': 'NutritionInformation', 'calories': '415 calories', 'fatContent': '24 grams fat', 'saturatedFatContent': '16 grams saturated fat', 'carbohydrateContent': '44 grams carbohydrates', 'sugarContent': '40 grams sugar', 'fiberContent': '2 grams fiber', 'proteinContent': '4 grams protein', 'sodiumContent': '0.2 milligram of sodium'}",4,0.1,0.1,bbcgoodfood,Gooseberry & elderflower trifle,https://www.bbcgoodfood.com/recipes/gooseberry-elderflower-trifle,,,
516,47,"Afternoon tea, Dessert",33,"{'@type': 'NutritionInformation', 'calories': '516 calories', 'fatContent': '33 grams fat', 'saturatedFatContent': '17 grams saturated fat', 'carbohydrateContent': '47 grams carbohydrates', 'sugarContent': '39 grams sugar', 'fiberContent': '1 grams fiber', 'proteinContent': '7 grams protein', 'sodiumContent': '0.4 milligram of sodium'}",7,0.1,0.1,bbcgoodfood,Rhubarb & elderflower cake,https://www.bbcgoodfood.com/recipes/rhubarb-elderflower-cake,,,
505,32,Dessert,41,"{'@type': 'NutritionInformation', 'calories': '505 calories', 'fatContent': '41 grams fat', 'saturatedFatContent': '25 grams saturated fat', 'carbohydrateContent': '32 grams carbohydrates', 'sugarContent': '33 grams sugar', 'fiberContent': '2 grams fiber', 'proteinContent': '3 grams protein', 'sodiumContent': '0.1 milligram of sodium'}",3,0.1,0.1,bbcgoodfood,Gooseberry & elderflower mess,https://www.bbcgoodfood.com/recipes/gooseberry-elderflower-mess,,,
115,18,Dessert,4,"{'@type': 'NutritionInformation', 'calories': '115 calories', 'fatContent': '4 grams fat', 'saturatedFatContent': '2 grams saturated fat', 'carbohydrateContent': '18 grams carbohydrates', 'sugarContent': '18 grams sugar', 'fiberContent': '1 grams fiber', 'proteinContent': '2 grams protein', 'sodiumContent': '0.1 milligram of sodium'}",2,0.1,0.1,bbcgoodfood,Gooseberry & elderflower yogurt ice,https://www.bbcgoodfood.com/recipes/gooseberry-elderflower-yogurt-ice,,,
